ORIGEN,DESTINO,CANAL,TIPO,MONTO,CTD_TRX
U-p6KHr6ks,U-zLeOtqjC,CANAL_2,TIPO_2,1566.03,2
U-vpWRsd0L,U-jwimgORo,CANAL_2,TIPO_2,1328.13,1
U-M9WyTOTq,U-34eUsCFz,CANAL_2,TIPO_3,1339.46,2
U-jzuvkTGh,U-yP11xint,CANAL_1,TIPO_2,1635.28,1
U-OOrkhjuD,U-Y0LB8ubJ,CANAL_2,TIPO_2,1620.83,2
U-5E6mnuPe,U-xNx5snhF,CANAL_2,TIPO_1,1419.78,1
U-WW9KwrcK,U-SVCnMh3T,CANAL_2,TIPO_1,1539.95,1
U-p6KHr6ks,U-pdm4C6l0,CANAL_1,TIPO_2,1628.05,1
U-WikYNG9L,U-9R1uo3Ur,CANAL_2,TIPO_2,1330.07,2
U-AmzosWz8,U-xsXEeLTl,CANAL_3,TIPO_2,1378.46,2
U-M6D8nj9v,U-SaoOlCOk,CANAL_2,TIPO_2,1549.56,1
U-M8mgBCDq,U-p1KcqNPm,CANAL_2,TIPO_3,1445.43,1
U-MW98qdcM,U-PTUCwo2A,CANAL_2,TIPO_2,1341.56,2
U-ME05ariH,U-ocZIx9iz,CANAL_2,TIPO_3,1673.67,1
U-Z3jinMLD,U-qf1ejivn,CANAL_1,TIPO_1,1606.08,1
U-ud6KxxGD,U-xIhLTFQ6,CANAL_1,TIPO_2,1426.55,2
U-xx3JoLsM,U-RXopW16B,CANAL_2,TIPO_2,1519.33,1
U-IpLAu8xT,U-YJO4ocjz,CANAL_2,TIPO_1,1463.74,1
U-o7MttiWc,U-vPhf9dbD,CANAL_2,TIPO_2,1691.18,2
U-JybaF37Z,U-Js2EVoiz,CANAL_3,TIPO_3,1513.61,1
U-43EVYTiq,U-s3gmq5uE,CANAL_3,TIPO_2,1574.34,1
U-ekgeTdWv,U-PRwzcybp,CANAL_2,TIPO_1,1290.3,2
U-Nv9cV5De,U-0Sneir3J,CANAL_2,TIPO_3,1424.26,2
U-BUlM8tTN,U-zEIYBHTN,CANAL_2,TIPO_1,1691.67,2
U-KMxwq0Td,U-DR11ujDf,CANAL_2,TIPO_2,1454.21,1
U-IO7P6Mbg,U-Xq9Yf3d2,CANAL_1,TIPO_1,1276.26,1
U-ePu5UJwe,U-opJHnsTb,CANAL_1,TIPO_3,1541.76,1
U-w4vrNKLp,U-5IJ84eSk,CANAL_3,TIPO_3,1476.17,2
U-Y0LB8ubJ,U-br9F0xbY,CANAL_2,TIPO_2,1498.71,2
U-I9CL1n7F,U-DU6bUOb2,CANAL_2,TIPO_2,1563.1,2
U-7ZY7qtzU,U-1a1TuPym,CANAL_1,TIPO_2,1552.55,2
U-OA4AY2sq,U-OOrkhjuD,CANAL_1,TIPO_3,1388.57,2
U-xVg7yHmd,U-p1KcqNPm,CANAL_3,TIPO_1,1423.9,2
U-OuQQgOml,U-WikYNG9L,CANAL_2,TIPO_3,1691.47,1
U-Ux9Bihin,U-35F1pPzk,CANAL_3,TIPO_1,1520.76,2
U-FluYfYwR,U-9m73J5tf,CANAL_1,TIPO_2,1469.88,2
U-WW9KwrcK,U-4BXI9BcF,CANAL_2,TIPO_3,1178.77,2
U-wdNYGCVc,U-jwlSdkUb,CANAL_1,TIPO_2,1771.04,1
U-Rugv18GM,U-Kzii6l0b,CANAL_1,TIPO_3,1870.03,2
U-5og7jHrY,U-vh20ZAgb,CANAL_2,TIPO_2,1574.78,2
U-obD4ssTs,U-o0yaqgzU,CANAL_2,TIPO_3,1553.21,2
U-3Ge5N3DX,U-k1XIQRi0,CANAL_2,TIPO_2,1168.47,1
U-Uh9PPxs0,U-wgiHXFCb,CANAL_2,TIPO_3,1512.39,2
U-lt6bQmyK,U-0Sneir3J,CANAL_3,TIPO_2,1291.47,2
U-jwlSdkUb,U-y8bYPVAu,CANAL_2,TIPO_2,1624.08,2
U-MZhK9fPh,U-M3k4j5tA,CANAL_2,TIPO_2,1394.29,1
U-w4vrNKLp,U-noyb2PL7,CANAL_2,TIPO_1,1789.42,2
U-CaWYVAyz,U-xG022dap,CANAL_3,TIPO_2,1247.33,1
U-egN1f1Wu,U-iTrnTunu,CANAL_1,TIPO_3,1237.09,1
U-NjCtjXtB,U-h6RiElKj,CANAL_1,TIPO_1,1387.18,2
U-AmzosWz8,U-xx3JoLsM,CANAL_2,TIPO_2,1568.25,2
U-fItIYb7W,U-5Z3gsuqF,CANAL_1,TIPO_2,1316.94,2
U-oCwgFHY2,U-p1TkxS0F,CANAL_1,TIPO_2,1673.35,2
U-Vk4CkKi1,U-4HK4mJUj,CANAL_1,TIPO_1,1661.58,1
U-4wHY9f2u,U-F8Kcgz4c,CANAL_2,TIPO_3,1609.54,2
U-krZcvDaK,U-9m73J5tf,CANAL_1,TIPO_2,1386.0,1
U-fppfjlCY,U-wt7vL0AL,CANAL_3,TIPO_1,1477.37,1
U-7vmNOkSn,U-YoroPw6W,CANAL_1,TIPO_1,1553.66,1
U-6jmX0AZh,U-c2VjZrM3,CANAL_2,TIPO_2,1314.26,1
U-77fZi5wv,U-c3Ay7Z6Y,CANAL_2,TIPO_1,1752.97,1
U-kDLZP8zi,U-94fl1e5E,CANAL_3,TIPO_2,1613.16,1
U-J0XSdefj,U-yNEEVCHp,CANAL_2,TIPO_2,1395.43,2
U-OsOtR7fX,U-5sbmodr2,CANAL_2,TIPO_2,1465.52,2
U-mf4gw87I,U-zgvt6zSX,CANAL_1,TIPO_3,1760.87,2
U-PTUCwo2A,U-j2pjF3UC,CANAL_3,TIPO_3,1442.43,1
U-J09JKByc,U-j3aKKgbn,CANAL_3,TIPO_3,1572.09,2
U-reWSuZRz,U-y8bYPVAu,CANAL_2,TIPO_1,1299.06,1
U-n8SOEwES,U-VxCWS0em,CANAL_1,TIPO_2,1262.52,1
U-UGhZnYdK,U-pjqEUKNU,CANAL_2,TIPO_1,1728.14,2
U-rqo7NEcr,U-WYdQ3eNw,CANAL_3,TIPO_2,1396.35,1
U-SsahTId2,U-kE3W7Pmr,CANAL_2,TIPO_2,1270.06,1
U-TNCcqQED,U-7m4e7GG6,CANAL_3,TIPO_1,1648.76,1
U-UhEiRsAq,U-sFZBRHL0,CANAL_2,TIPO_3,1840.95,2
U-5IJ84eSk,U-34eUsCFz,CANAL_3,TIPO_2,1712.61,1
U-UXHfz6FA,U-x5XWTrul,CANAL_3,TIPO_2,1737.85,1
U-LNbESZpR,U-5oDdCNis,CANAL_3,TIPO_3,1613.93,2
U-pPsvVBzN,U-VQFFuaPv,CANAL_2,TIPO_2,1614.63,2
U-DFhYIMjH,U-bs2jsW1H,CANAL_1,TIPO_2,1678.26,2
U-vqozkDzJ,U-34eUsCFz,CANAL_3,TIPO_3,1587.18,2
U-n3tjMktA,U-w77CMNwV,CANAL_2,TIPO_3,1562.46,1
U-OuQQgOml,U-c2VjZrM3,CANAL_1,TIPO_2,1233.19,1
U-5ciyB5XW,U-rlcTEHnY,CANAL_2,TIPO_1,1372.23,2
U-784wxe2J,U-eF9PE0d9,CANAL_3,TIPO_3,1513.92,1
U-fZfCdaox,U-n8SOEwES,CANAL_1,TIPO_1,1434.56,1
U-aNocH9MG,U-YsPcF6zR,CANAL_2,TIPO_2,1792.72,2
U-cc9uR69j,U-khoZs3zM,CANAL_1,TIPO_2,1235.83,1
U-fkE45W8q,U-cn8N7kkF,CANAL_1,TIPO_3,1342.47,2
U-t90qO1nm,U-6Zylwyjz,CANAL_1,TIPO_2,1731.98,1
U-SsahTId2,U-4eLqRWvf,CANAL_2,TIPO_2,1704.69,1
U-MFMQLwff,U-wdNYGCVc,CANAL_2,TIPO_1,1422.75,1
U-9BHM3FAO,U-lMFKz5QS,CANAL_1,TIPO_2,1573.87,2
U-Qjiz80Kj,U-YRRg3bk3,CANAL_1,TIPO_2,1518.97,1
U-KcvZgBNo,U-fkgCWbGH,CANAL_1,TIPO_1,1610.84,1
U-SSFo12UG,U-k01P4c9F,CANAL_3,TIPO_3,1534.15,1
U-AViIwVZ0,U-KKlWZoNV,CANAL_3,TIPO_2,1370.29,2
U-Nl04am1A,U-MZhK9fPh,CANAL_2,TIPO_2,1668.29,2
U-h9eWqAOj,U-relnnekg,CANAL_2,TIPO_3,1522.2,2
U-4rUAHoWt,U-Oq2thhe2,CANAL_3,TIPO_1,1592.75,2
U-ifuir398,U-k8wvV6J2,CANAL_3,TIPO_2,1640.83,2
U-h9eWqAOj,U-WikYNG9L,CANAL_2,TIPO_2,1643.16,1
U-NPy0KDXZ,U-DFhYIMjH,CANAL_2,TIPO_2,1685.68,2
U-AIYJOOea,U-0bkzH7lI,CANAL_3,TIPO_2,1538.93,2
U-w9VSf2LW,U-x1cKKyVJ,CANAL_1,TIPO_2,1449.48,2
U-V2BOd2FC,U-jTllOf0p,CANAL_2,TIPO_2,1397.64,2
U-zpaB4dbF,U-26QAEKzj,CANAL_1,TIPO_2,1327.85,2
U-e76Kh4Xq,U-bukrbTfD,CANAL_2,TIPO_1,1517.8,1
U-9m73J5tf,U-gGHhQyg0,CANAL_2,TIPO_3,1457.11,1
U-ssKDYyhq,U-jzuvkTGh,CANAL_2,TIPO_1,1550.64,2
U-71ufBHMS,U-MZhK9fPh,CANAL_3,TIPO_1,1465.47,2
U-6Zylwyjz,U-pRae9PvR,CANAL_3,TIPO_1,1575.9,1
U-uI6S6Yup,U-VJPxlhHh,CANAL_2,TIPO_2,1529.15,2
U-qQkr76sa,U-KJ4ULAg6,CANAL_1,TIPO_2,1444.4,2
U-c6QfT0Fi,U-ipVkAUW2,CANAL_2,TIPO_2,1516.1,2
U-GLKd7jjF,U-IkX4d0Tu,CANAL_2,TIPO_1,1343.77,1
U-o0Q3aE1S,U-Yu5vzRIA,CANAL_2,TIPO_1,1640.93,1
U-quU3pLHO,U-rDsSBHoX,CANAL_3,TIPO_2,1281.52,2
U-1BwTM4yH,U-0Z8ekkoB,CANAL_1,TIPO_3,1401.56,2
U-ofmaxjtj,U-sltukuUm,CANAL_2,TIPO_1,1552.78,1
U-aM1tNqXT,U-q42btoMa,CANAL_3,TIPO_1,1650.18,1
U-xzTEBlLc,U-RmrRnw1M,CANAL_3,TIPO_3,1720.41,1
U-q2GCrZpA,U-4BXI9BcF,CANAL_1,TIPO_2,1485.47,2
U-gC4bDDnn,U-aBEJUhqV,CANAL_2,TIPO_2,1357.67,1
U-6I74h6eA,U-2OUAcwvZ,CANAL_1,TIPO_3,1479.95,1
U-qBm0atOA,U-NJ8lD6bc,CANAL_2,TIPO_2,1502.36,2
U-7QFJYRLl,U-CfxZjzLM,CANAL_2,TIPO_1,1333.18,2
U-PVyovS1Q,U-6jmX0AZh,CANAL_3,TIPO_1,1602.47,2
U-KKlWZoNV,U-9I0BVs40,CANAL_2,TIPO_2,1373.33,1
U-ib79O7QQ,U-8x02IK9H,CANAL_2,TIPO_2,1579.8,1
U-jzuvkTGh,U-mQfPnzRR,CANAL_2,TIPO_1,1423.39,1
U-w41IXqlr,U-thiONf0M,CANAL_2,TIPO_1,1233.0,1
U-zd7IjchG,U-7omadnIr,CANAL_2,TIPO_2,1426.26,1
U-0Qu5ObAF,U-xVg7yHmd,CANAL_2,TIPO_2,1442.73,2
U-DU6bUOb2,U-iZPiAMUJ,CANAL_2,TIPO_3,1666.35,1
U-H9e9aI6J,U-SjeoCxNM,CANAL_3,TIPO_2,1473.51,2
U-K2d0GJvJ,U-TNCcqQED,CANAL_1,TIPO_2,1821.23,2
U-MINSzKYA,U-LWIM9Y0Q,CANAL_2,TIPO_2,1294.12,1
U-ZVbeh8aq,U-IC0PFKWs,CANAL_3,TIPO_2,1146.42,1
U-BhaYGtJ0,U-DU6bUOb2,CANAL_2,TIPO_1,1206.8,2
U-IpLAu8xT,U-jnGAknYt,CANAL_1,TIPO_2,1392.0,1
U-8IoeqENF,U-VTFo6X1q,CANAL_1,TIPO_2,1622.45,1
U-3Q6Fbk3W,U-a0msCkze,CANAL_1,TIPO_2,1551.93,1
U-bnKwpdWU,U-eS9eyabJ,CANAL_3,TIPO_1,1419.29,2
U-CoTJu6k3,U-22Zsshfy,CANAL_1,TIPO_2,1345.73,1
U-BkZndhHv,U-pUVh2DUF,CANAL_1,TIPO_2,1608.13,2
U-MINSzKYA,U-RXWgmax3,CANAL_1,TIPO_1,1101.06,2
U-kl5oHqCf,U-IRF07N8X,CANAL_2,TIPO_3,1421.82,1
U-5og7jHrY,U-DisFOHGs,CANAL_2,TIPO_3,1323.93,1
U-ZtPA32yl,U-08RPUZY1,CANAL_2,TIPO_2,1312.63,1
U-uyc13qpN,U-KtrWJGU2,CANAL_2,TIPO_2,1380.83,1
U-MZT5ePvz,U-8X1OEmaC,CANAL_1,TIPO_1,1616.57,1
U-uyc13qpN,U-Kzii6l0b,CANAL_1,TIPO_2,1366.75,1
U-6I74h6eA,U-AgeZSZmp,CANAL_3,TIPO_2,1261.4,2
U-TrIqjmxJ,U-njalm4aE,CANAL_3,TIPO_1,1507.14,2
U-yNEEVCHp,U-rBI6Pwlu,CANAL_2,TIPO_1,1708.44,1
U-weStCOxi,U-Za9OxajO,CANAL_1,TIPO_2,1563.85,2
U-q0HvUmEL,U-o0Q3aE1S,CANAL_2,TIPO_2,1754.26,1
U-m7loj3mk,U-TztJRqGK,CANAL_3,TIPO_2,1568.21,1
U-ZE690uxa,U-l2w74nRU,CANAL_2,TIPO_1,1419.19,1
U-aAHroFiv,U-IRF07N8X,CANAL_3,TIPO_2,1313.02,1
U-5GA85Omd,U-fToUDGCG,CANAL_1,TIPO_2,1551.85,1
U-RJEKxAvc,U-WTLbs1hs,CANAL_1,TIPO_2,1461.65,1
U-weStCOxi,U-BXRrmVRY,CANAL_2,TIPO_2,1480.35,2
U-UXaIy0Xp,U-thRfifGY,CANAL_1,TIPO_2,1548.75,1
U-h0YrDyNQ,U-VYoCaQEd,CANAL_1,TIPO_3,1609.33,1
U-iQK7ZFcs,U-KhZ8YBgG,CANAL_1,TIPO_3,1410.01,1
U-yxhDStUa,U-4jOjEpQy,CANAL_3,TIPO_2,1673.56,2
U-TIqwB5Ff,U-7qnsZpJC,CANAL_2,TIPO_2,1591.72,2
U-MW98qdcM,U-iaOWQKT3,CANAL_1,TIPO_2,1694.48,1
U-9cFK4DVH,U-d9wR2TmU,CANAL_1,TIPO_2,1574.11,1
U-lXVCb7LR,U-5hsNbxkh,CANAL_1,TIPO_3,1529.04,1
U-bnKwpdWU,U-Kk52HnpL,CANAL_3,TIPO_2,1317.94,2
U-jTllOf0p,U-pa0am74j,CANAL_1,TIPO_2,1664.23,2
U-5SDWj9v8,U-QUAVapOp,CANAL_3,TIPO_2,1527.62,2
U-Eb1cQkrm,U-cDHRaotj,CANAL_1,TIPO_2,1524.2,1
U-3jjNH8zy,U-ltAUhoL1,CANAL_2,TIPO_1,1541.75,1
U-eC4yIVnF,U-9X1HMFBB,CANAL_2,TIPO_1,1822.25,2
U-MALbvJPQ,U-90IJn1EY,CANAL_1,TIPO_1,1290.95,2
U-nxnviZbD,U-ALQHWLco,CANAL_2,TIPO_2,1516.98,2
U-SfXBIsdV,U-WYof6e9w,CANAL_3,TIPO_3,1301.09,1
U-Z5My43Bs,U-lh5GSACB,CANAL_2,TIPO_2,1472.23,1
U-VEtr7mSz,U-2Aia4rMV,CANAL_1,TIPO_2,1417.84,2
U-RXopW16B,U-Wy0pHzHC,CANAL_2,TIPO_2,1734.0,2
U-CREDqjju,U-lw7SKIcp,CANAL_1,TIPO_3,1475.54,2
U-WYdQ3eNw,U-pXjLkMGL,CANAL_2,TIPO_1,1164.28,1
U-Usa8Vtnl,U-f2Cxp25I,CANAL_1,TIPO_1,1674.67,1
U-M8mgBCDq,U-YJO4ocjz,CANAL_2,TIPO_2,1156.51,1
U-0JmajXCr,U-krBVmZSc,CANAL_2,TIPO_2,1563.28,1
U-vUOvqTOJ,U-V4VE7vZV,CANAL_2,TIPO_2,1538.96,1
U-K56lWfcn,U-T7oLNEMA,CANAL_1,TIPO_3,1731.7,1
U-Z8mTkoLS,U-VgZUS8Pl,CANAL_2,TIPO_3,1489.05,2
U-wpbscY6q,U-TB9nWmTP,CANAL_1,TIPO_1,1616.23,2
U-kg5LwCJ2,U-DR11ujDf,CANAL_3,TIPO_2,1663.67,2
U-fkE45W8q,U-B93TESPy,CANAL_2,TIPO_2,1476.19,1
U-q7C7fcgI,U-b8v4qy3u,CANAL_2,TIPO_3,1386.75,1
U-AgeZSZmp,U-qunVpNGc,CANAL_2,TIPO_3,1557.08,1
U-arEFPU7R,U-eDArVHpN,CANAL_2,TIPO_3,1254.63,2
U-e0aNOrff,U-rQIhlgUG,CANAL_1,TIPO_1,1510.61,2
U-VsK3VFpe,U-vxB4G0gP,CANAL_3,TIPO_2,1452.98,2
U-rqo7NEcr,U-Dt9ll29v,CANAL_2,TIPO_1,1565.08,1
U-GjDnlZpX,U-i2DYmUV1,CANAL_3,TIPO_2,1390.56,1
U-CJcJoZvU,U-z4Xogjcb,CANAL_2,TIPO_2,1688.59,2
U-AgyPNHXd,U-ZE690uxa,CANAL_2,TIPO_1,1436.13,1
U-7ZY7qtzU,U-tBHSH6N1,CANAL_3,TIPO_1,1741.04,2
U-zufy0SGE,U-Rugv18GM,CANAL_3,TIPO_2,1613.83,1
U-yxhDStUa,U-C9jJ3lOb,CANAL_2,TIPO_2,1580.53,2
U-XPGnhNap,U-Vi7jmy9n,CANAL_3,TIPO_2,1553.15,2
U-OrDPqGbq,U-XJPCQvAy,CANAL_3,TIPO_3,1592.87,2
U-MXuhMLgG,U-XG8r4p8W,CANAL_2,TIPO_1,1573.22,1
U-aq2MCWaw,U-oZpMhsDy,CANAL_2,TIPO_2,1448.57,2
U-Zg0Q9Tey,U-c2VjZrM3,CANAL_2,TIPO_2,1681.38,2
U-FU78elPP,U-oCzSju53,CANAL_2,TIPO_3,1622.15,2
U-MKBCWE9p,U-2Aia4rMV,CANAL_2,TIPO_2,1332.12,1
U-UnYlw2Kf,U-faRoCb6k,CANAL_3,TIPO_3,1474.08,2
U-laVkYx3Z,U-bnKwpdWU,CANAL_2,TIPO_2,1394.26,1
U-tLP8uq05,U-vVxlo9Qf,CANAL_2,TIPO_1,1423.59,1
U-2EoEK257,U-UQQh7EN3,CANAL_1,TIPO_1,1348.16,2
U-1S024T3S,U-9RqbgYZy,CANAL_1,TIPO_2,1358.2,1
U-RjuyHmSy,U-liF3aYJ3,CANAL_2,TIPO_1,1574.86,1
U-xNx5snhF,U-EBTF3g0f,CANAL_1,TIPO_1,1633.55,2
U-T7oLNEMA,U-eF9PE0d9,CANAL_2,TIPO_2,1578.23,1
U-VxCWS0em,U-thRfifGY,CANAL_1,TIPO_3,1443.7,1
U-SJpKM427,U-g0Z2TJIv,CANAL_1,TIPO_1,1528.12,1
U-2uh5uNDW,U-BK1hcV2s,CANAL_1,TIPO_2,1290.53,1
U-pAFQLe91,U-AViIwVZ0,CANAL_1,TIPO_1,1439.29,1
U-5cp8YvIp,U-yRpReHgn,CANAL_2,TIPO_1,1458.59,1
U-OuQQgOml,U-m7K1wzkz,CANAL_3,TIPO_2,1214.59,2
U-8IoeqENF,U-KhZ8YBgG,CANAL_2,TIPO_2,1372.41,2
U-Vs4qkqse,U-RqUCqFii,CANAL_1,TIPO_2,1397.58,1
U-Rn6yvZoz,U-rNLp73cq,CANAL_3,TIPO_2,1586.35,2
U-Gw73qkAA,U-XBNasCpD,CANAL_2,TIPO_2,1706.49,2
U-c2VjZrM3,U-vQr8EuFq,CANAL_2,TIPO_2,1269.58,2
U-u8HDpqLk,U-784wxe2J,CANAL_2,TIPO_2,1582.52,2
U-XpkEQQRi,U-IsQmXSLM,CANAL_3,TIPO_2,1517.8,2
U-JYmel6wv,U-Gw73qkAA,CANAL_3,TIPO_2,1190.32,2
U-aejdOUpC,U-k1S9wnPM,CANAL_2,TIPO_1,1671.82,2
U-JYmel6wv,U-cn8N7kkF,CANAL_1,TIPO_3,1383.32,1
U-ySIzCeH3,U-DtfcTnzM,CANAL_2,TIPO_2,1322.94,2
U-DyLZdoCu,U-uH55r38K,CANAL_2,TIPO_1,1354.97,1
U-9m73J5tf,U-CdCvbXDv,CANAL_1,TIPO_1,1463.42,2
U-ygq8t8wH,U-DR11ujDf,CANAL_2,TIPO_2,1020.47,1
U-R8KnNlYp,U-H93knPzX,CANAL_2,TIPO_2,1314.38,1
U-rW6LVaJ5,U-HKueMGyA,CANAL_3,TIPO_3,1491.38,1
U-bxMVqaIn,U-eSPYdJpC,CANAL_2,TIPO_2,1524.58,2
U-59w7jH4s,U-s3gmq5uE,CANAL_2,TIPO_1,1542.34,1
U-deRgLlym,U-YJL3rXfb,CANAL_2,TIPO_1,1349.47,2
U-VkYeVRqr,U-2XmcLAXp,CANAL_3,TIPO_1,1652.81,1
U-v9xlAkUE,U-i6ORPIdx,CANAL_2,TIPO_1,1577.58,1
U-AGrY7dsi,U-ZtPA32yl,CANAL_1,TIPO_2,1662.96,2
U-flDuqfYo,U-IsQmXSLM,CANAL_3,TIPO_2,1292.15,1
U-m7K1wzkz,U-IrnvOahG,CANAL_2,TIPO_1,1482.05,1
U-rQIhlgUG,U-CiTG8pLT,CANAL_2,TIPO_2,1577.31,1
U-dyUp33KA,U-lh5GSACB,CANAL_2,TIPO_1,1392.13,1
U-rZDhiVOw,U-IC0PFKWs,CANAL_3,TIPO_2,1426.04,1
U-q3g2I62K,U-2RStLhnk,CANAL_3,TIPO_1,1353.88,2
U-xNx5snhF,U-dFpeHmjh,CANAL_1,TIPO_2,1483.12,2
U-e81SB900,U-vlDSlLxd,CANAL_3,TIPO_3,1380.27,1
U-6FY12g1N,U-1QgvlDWO,CANAL_2,TIPO_2,1513.92,2
U-mKD39Q0j,U-35F1pPzk,CANAL_2,TIPO_1,1599.7,2
U-E4ImWbFK,U-CREDqjju,CANAL_2,TIPO_2,1809.87,1
U-ySIzCeH3,U-ol2hmzlK,CANAL_2,TIPO_2,1436.92,2
U-rlcTEHnY,U-uuSqMrIG,CANAL_2,TIPO_2,1646.14,2
U-Afyqoh0u,U-PTUCwo2A,CANAL_2,TIPO_1,1378.14,2
U-Haj3NX7R,U-9r5iaXtf,CANAL_2,TIPO_3,1535.82,2
U-0K3kGnU9,U-5sbmodr2,CANAL_1,TIPO_2,1786.75,1
U-OuQQgOml,U-fie2mEgo,CANAL_1,TIPO_2,1378.19,2
U-TRZsnD0d,U-uZW09IXL,CANAL_1,TIPO_2,1445.65,1
U-34eUsCFz,U-lJSgqMHS,CANAL_1,TIPO_2,1246.76,2
U-c6QfT0Fi,U-ALQHWLco,CANAL_1,TIPO_1,1725.34,2
U-6Zylwyjz,U-59w7jH4s,CANAL_1,TIPO_2,1614.6,1
U-SIPn4hqo,U-s48xvq2G,CANAL_2,TIPO_2,1385.38,2
U-mNpAj3dl,U-KhZ8YBgG,CANAL_2,TIPO_3,1346.33,1
U-BvleBvzS,U-StCP42nE,CANAL_3,TIPO_2,1488.15,2
U-YKytKpEi,U-pzI6ifco,CANAL_2,TIPO_2,1420.88,1
U-U32c3UiS,U-bwy1Biyy,CANAL_2,TIPO_1,1625.82,1
U-bP294uBP,U-iwoYTvc6,CANAL_2,TIPO_1,1405.06,1
U-aNocH9MG,U-kgT7TPLw,CANAL_2,TIPO_2,1407.71,2
U-4jOjEpQy,U-er7KGpkw,CANAL_1,TIPO_2,1481.83,2
U-hzbxes1B,U-8JTB0uWi,CANAL_3,TIPO_2,1227.68,1
U-9waRnzLv,U-QbnqAZr1,CANAL_3,TIPO_1,1584.96,1
U-AmzosWz8,U-XpkEQQRi,CANAL_1,TIPO_1,1297.08,2
U-aaTTyyks,U-TDDn86fv,CANAL_1,TIPO_2,1541.29,2
U-1QgvlDWO,U-idLzTBn8,CANAL_2,TIPO_2,1553.57,1
U-VGd7eYNC,U-vkMpGbk3,CANAL_2,TIPO_1,1717.28,1
U-xzTEBlLc,U-fw9Hs8VU,CANAL_3,TIPO_3,1589.1,2
U-1kk6kdAy,U-MINSzKYA,CANAL_2,TIPO_2,1421.94,1
U-2IHN3scT,U-AGJ36bjV,CANAL_3,TIPO_3,1434.94,2
U-vxB4G0gP,U-pSsZx7dO,CANAL_2,TIPO_3,1547.97,1
U-IU4tbyzX,U-uFLmFiz6,CANAL_1,TIPO_2,1409.94,2
U-0ivyTZxn,U-cn8N7kkF,CANAL_1,TIPO_1,1435.83,1
U-iBlzWQvD,U-UyMDvwfz,CANAL_3,TIPO_3,1537.75,2
U-GLKd7jjF,U-Maa0k4rz,CANAL_2,TIPO_1,1509.61,2
U-vsCs8Knh,U-aAHroFiv,CANAL_2,TIPO_2,1498.45,1
U-DR11ujDf,U-zLmEh1ki,CANAL_2,TIPO_2,1606.62,1
U-dAaItdZj,U-XfDnefZb,CANAL_2,TIPO_3,1328.75,2
U-xIhLTFQ6,U-P5iOVMul,CANAL_1,TIPO_1,1603.73,2
U-IF8o3qRF,U-2NtmzEJG,CANAL_1,TIPO_2,1525.95,2
U-o0Q3aE1S,U-eisEjgg9,CANAL_3,TIPO_2,1644.69,2
U-coJUpNOt,U-McyrityF,CANAL_2,TIPO_3,1497.11,1
U-fwCOr1AT,U-EgxlRX5w,CANAL_2,TIPO_2,1370.22,2
U-wJuMT0yc,U-ncaH9LF4,CANAL_1,TIPO_2,1550.55,2
U-IP892Ltj,U-9xgaBhfR,CANAL_2,TIPO_1,1685.04,1
U-1ypF5r35,U-Nv9cV5De,CANAL_3,TIPO_1,865.49,1
U-Y2Ay08mV,U-g3VQaTD7,CANAL_2,TIPO_2,1415.9,2
U-K0DLhW8L,U-ncilCdpX,CANAL_3,TIPO_1,1561.68,1
U-Bg1ikxpg,U-TZlt2DqK,CANAL_2,TIPO_2,1523.29,1
U-WcTRMOHY,U-TrIqjmxJ,CANAL_2,TIPO_1,1521.9,1
U-1zKGsNbz,U-QphghTud,CANAL_3,TIPO_2,1370.1,2
U-NiXDqbHk,U-w4vrNKLp,CANAL_2,TIPO_2,1362.42,1
U-EgxlRX5w,U-4fjB94mo,CANAL_2,TIPO_2,1415.2,1
U-DisFOHGs,U-ad4sbNUE,CANAL_2,TIPO_1,1573.26,2
U-3Ge5N3DX,U-AViIwVZ0,CANAL_2,TIPO_3,1593.56,1
U-PXVkR8kg,U-toZgtv7r,CANAL_1,TIPO_1,1559.55,1
U-KDtfnvC7,U-YJL3rXfb,CANAL_2,TIPO_1,1380.23,1
U-UvvaofE3,U-ilIpaBQJ,CANAL_2,TIPO_1,1428.15,1
U-XHx3peWf,U-YoZHV0nC,CANAL_3,TIPO_2,1458.05,2
U-weStCOxi,U-MZT5ePvz,CANAL_2,TIPO_2,1485.75,2
U-SfPe47Za,U-jBG4kJ7a,CANAL_2,TIPO_1,1645.47,1
U-dEw6WTZG,U-Bbe2d9B3,CANAL_3,TIPO_2,1756.06,1
U-PmKW5Pm5,U-dCNwqDoL,CANAL_2,TIPO_1,1448.71,2
U-RntEGOrN,U-IgXbkoxf,CANAL_3,TIPO_2,1307.49,1
U-fGW7iDI0,U-UyMDvwfz,CANAL_1,TIPO_3,1691.33,2
U-qhecKsE5,U-wdNYGCVc,CANAL_2,TIPO_1,1522.09,1
U-GUVYXMtN,U-eF9PE0d9,CANAL_3,TIPO_2,1567.67,1
U-iXk2o6Rg,U-vpkVFOj1,CANAL_3,TIPO_3,1535.34,2
U-06fYjZcK,U-Ia5cG6UD,CANAL_2,TIPO_2,1462.14,1
U-tAljLFXA,U-n3tjMktA,CANAL_1,TIPO_2,1693.83,2
U-m7loj3mk,U-k1XIQRi0,CANAL_1,TIPO_1,1724.78,1
U-pXdQbeZM,U-AmzosWz8,CANAL_3,TIPO_2,1538.16,2
U-vemvQiri,U-WmakX7Qj,CANAL_1,TIPO_1,1659.87,2
